student_id,semester,hostel_resident,internet_access,attendance_percentage,avg_assignment_score,lms_login_frequency,library_visits_per_month,disciplinary_actions,dropout,engagement_index,academic_risk_score,attendance_volatility,resource_utilization_score,composite_dropout_risk
S05402,6,0,1,72.05,50.05,22,1,0,0,43.7939,49.95,0.0,0.3385,0.5619
S05403,6,0,1,60.42,42.35,13,1,0,0,33.8029,57.65,0.1614,0.3385,0.6277
S05404,5,1,1,62.08,48.72,31,8,2,0,58.6064,61.28,0.1384,0.8077,0.4381
S05405,1,0,1,63.37,34.12,21,1,1,0,39.7287,70.88,0.1205,0.3385,0.6598
S05406,4,0,0,62.28,98.6561725916558,22,2,1,0,41.809,6.3438,0.1356,0.0769,0.4598
S05407,6,1,1,69.11,27.06,15,1,0,0,38.4654,72.94,0.0408,0.5385,0.6225
S05408,7,1,1,68.53,41.095,11,1,1,0,35.8605,63.905,0.0489,0.5385,0.5955
S05409,5,1,1,73.94,49.45,21,2,0,0,45.8798,50.55,0.0262,0.5769,0.4974
S05410,6,0,1,59.72,25.13,0,0,1,0,23.888,79.87,0.1711,0.3,0.7609
S05411,1,0,1,74.5,41.15,15,0,0,0,38.6983,58.85,0.034,0.3,0.625
S05412,4,0,1,55.64,30.48,7,3,0,0,32.1778,69.52,0.2278,0.4154,0.6616
S05413,5,0,1,82.99,44.39,10,3,2,0,44.8974,65.61,0.1518,0.4154,0.6014
S05414,8,0,0,82.8,46.37,32,7,1,0,65.5646,58.63,0.1492,0.2692,0.5377
S05415,3,0,1,71.91,46.05,21,4,0,0,48.9139,53.95,0.0019,0.4538,0.5312
S05416,2,1,1,62.25,51.64,22,2,1,1,41.797,53.36,0.136,0.5769,0.5229
S05417,3,0,0,76.67,53.96,29,6,0,0,59.4099,46.04,0.0641,0.2308,0.5185
S05418,2,0,0,58.69,22.14,4,0,0,0,25.8489,77.86,0.1854,0.0,0.821
S05419,5,0,1,72.52,31.6,12,1,0,0,38.0497,68.4,0.0065,0.3385,0.6558
S05420,6,1,0,69.72,45.68,31,6,0,0,57.8163,54.32,0.0323,0.4308,0.5072
S05421,7,0,1,100.0,80.65,51,2,0,0,74.1004,19.35,0.3879,0.3769,0.3238
S05422,8,0,1,53.59,36.46,21,8,0,0,49.2782,63.54,0.2562,0.6077,0.5298
S05423,1,0,1,31.99,0.9,12,1,1,1,21.8377,100.0,0.556,0.3385,0.8389
S05424,2,0,1,62.44,21.91,14,3,0,1,39.0503,78.09,0.1334,0.4154,0.6718
S05425,3,1,0,46.27,12.99,9,0,1,1,23.847,92.01,0.3578,0.2,0.8346
S05426,2,0,1,61.1,40.84,20,4,0,0,43.9967,59.16,0.152,0.4538,0.5692
S05427,7,0,0,52.54,21.46,26,2,0,0,40.2859,78.54,0.2708,0.0769,0.7539
S05428,2,1,0,58.43,44.65,21,0,0,0,35.8296,55.35,0.189,0.2,0.646
S05429,1,0,1,56.03,51.38,24,5,2,0,46.2647,58.62,0.2223,0.4923,0.5495
S05430,7,1,1,86.44,53.31,20,3,0,0,52.2096,46.69,0.1997,0.6154,0.4502
S05431,8,0,1,71.27,21.59,27,3,1,1,50.2942,83.41,0.0108,0.4154,0.6538
S05432,2,1,0,88.13,38.33,23,5,0,0,58.5115,61.67,0.2232,0.3923,0.5438
S05433,3,0,1,72.61,38.44,24,0,1,0,43.2813,66.56,0.0078,0.3,0.6398
S05434,5,0,0,85.93,96.25668600851532,32,6,0,0,64.8935,3.7433,0.1926,0.2308,0.3301
S05435,5,0,1,67.47,41.095,17,1,1,0,38.9958,63.905,0.0636,0.3385,0.6345
S05436,8,1,1,95.92,41.85,23,2,0,0,55.8582,58.15,0.3313,0.5769,0.4929
S05437,4,0,0,79.06,46.53,28,5,0,0,57.8496,53.47,0.0973,0.1923,0.5633
S05438,1,1,1,60.3,27.42,17,3,1,0,39.974,77.58,0.1631,0.6154,0.6166
S05439,4,1,1,81.29,42.86,27,2,0,0,52.3791,57.14,0.1282,0.5769,0.501
S05440,5,0,1,72.41,50.11,28,2,0,0,49.4203,49.89,0.005,0.3769,0.5324
S05441,5,0,0,68.96,20.85,32,3,1,0,52.3363,84.15,0.0429,0.1154,0.7246
S05442,5,0,0,73.44,27.24,28,1,0,0,47.9092,72.76,0.0193,0.0385,0.7137
S05443,8,1,1,83.27,43.93,31,0,0,0,51.6978,56.07,0.1557,0.5,0.5183
S05444,7,1,1,40.24,15.48,7,5,0,1,29.8639,84.52,0.4415,0.6923,0.6605
S05445,3,0,1,66.74,29.55,18,2,1,1,41.2201,75.45,0.0737,0.3769,0.6633
S05446,3,0,1,82.24,48.03,30,3,0,0,56.4618,51.97,0.1414,0.4154,0.5064
S05447,6,1,1,75.72,37.04,21,2,1,0,46.5918,67.96,0.0509,0.5769,0.5645
S05448,4,0,1,55.1,47.2,20,3,2,1,39.6736,62.8,0.2353,0.4154,0.6085
S05449,4,0,0,36.48,96.6468990362436,3,2,3,1,20.2178,18.3531,0.4937,0.0769,0.5834
S05450,2,0,1,97.51,63.48,47,2,0,0,70.7315,36.52,0.3534,0.3769,0.4043
S05451,3,0,0,69.19,36.54,23,2,1,0,45.1662,68.46,0.0397,0.0769,0.6965
S05452,6,1,1,94.71,53.28,32,3,0,0,62.6363,46.72,0.3145,0.6154,0.4138
S05453,7,1,1,83.92,41.8,23,2,1,0,51.0582,63.2,0.1647,0.5769,0.5299
S05454,7,0,1,60.1,49.33,33,9,1,0,60.924,55.67,0.1659,0.6462,0.4479
S05455,3,0,1,34.48,17.51,0,1,1,1,15.7151,87.49,0.5214,0.3385,0.8103
S05456,2,1,1,65.07,21.75,14,3,0,0,40.1023,78.25,0.0969,0.6154,0.6188
S05457,2,0,0,71.44,55.31,29,1,1,1,47.7025,49.69,0.0085,0.0385,0.6222
S05458,4,0,1,72.05,50.04,27,5,0,0,54.4523,49.96,0.0,0.4923,0.4862
S05459,5,0,1,55.34,24.6,12,0,1,0,29.2546,80.4,0.2319,0.3,0.7442
S05460,8,1,0,74.67,47.09,19,6,1,0,52.6776,57.91,0.0364,0.4308,0.5396
S05461,8,1,1,74.66,34.04,21,6,1,1,53.8601,70.96,0.0362,0.7308,0.5126
S05462,1,1,1,86.79,51.08,29,2,0,0,55.7655,48.92,0.2046,0.5769,0.4563
S05463,6,0,1,67.4,32.29,22,2,0,0,43.857,67.71,0.0645,0.3769,0.6231
S05464,3,1,1,78.64,54.2,30,1,0,0,51.1757,45.8,0.0915,0.5385,0.4695
S05465,2,0,1,72.05,50.25,32,0,0,0,47.8031,49.75,0.0,0.3,0.5567
S05466,5,1,1,85.13,46.03,24,8,0,0,63.6739,53.97,0.1815,0.8077,0.3911
S05467,1,0,1,59.7,40.19,22,0,0,0,36.9308,59.81,0.1714,0.3,0.635
S05468,3,0,1,25.94,0.0,0,1,0,1,12.2991,100.0,0.64,0.3385,0.8723
S05469,5,0,0,68.45,41.095,23,2,0,0,44.8702,58.905,0.05,0.0769,0.6593
S05470,3,0,1,68.54,30.74,22,0,0,0,40.4668,69.26,0.0487,0.3,0.6604
S05471,5,0,1,54.64,41.095,31,2,2,0,44.092,68.905,0.2416,0.3769,0.6271
S05472,4,1,0,49.38,32.78,27,6,0,0,47.3074,67.22,0.3146,0.4308,0.5956
S05473,7,1,1,63.38,21.02,17,7,0,0,48.8983,78.98,0.1203,0.7692,0.5525
S05474,2,1,0,70.28,58.11,15,1,0,0,38.9334,41.89,0.0246,0.2385,0.5717
S05475,1,0,0,73.43,44.71,17,2,0,0,43.3029,55.29,0.0192,0.0769,0.6504
S05476,5,0,1,37.72,8.73,8,0,0,0,19.8338,91.27,0.4765,0.3,0.8207
S05477,3,0,0,45.7,32.39,23,3,2,0,37.6933,77.61,0.3657,0.1154,0.7497
S05478,6,0,1,88.94,61.72,32,3,0,0,60.3283,38.28,0.2344,0.4154,0.4381
S05479,1,0,1,69.16,9.74,26,3,1,0,48.857,95.26,0.0401,0.4154,0.7062
S05480,5,1,1,71.96,44.98,29,10,0,0,65.2182,55.02,0.0012,0.8846,0.3707
S05481,8,1,1,52.0,24.38,7,5,0,0,34.5679,75.62,0.2783,0.6923,0.6084
S05482,1,0,1,71.93,37.72,17,2,0,0,42.7029,62.28,0.0017,0.3769,0.6054
S05483,3,1,1,66.36,23.13,25,5,0,0,50.9899,76.87,0.079,0.6923,0.5559
S05484,7,1,1,62.72,28.94,13,3,1,0,38.5691,76.06,0.1295,0.6154,0.6154
S05485,5,0,0,50.07,5.89,2,0,1,1,21.2144,99.11,0.3051,0.0,0.9222
S05486,2,1,0,58.97,31.68,9,1,0,0,30.8501,68.32,0.1815,0.2385,0.7057
S05487,2,0,0,100.0,54.77,41,4,0,0,72.0143,45.23,0.3879,0.1538,0.4904
S05488,7,0,1,66.76,37.52,18,0,0,0,37.382,62.48,0.0734,0.3,0.6441
S05489,7,1,1,83.84,47.52,28,4,0,0,57.8385,52.48,0.1636,0.6538,0.444
S05490,3,1,1,69.05,36.16,13,4,1,0,43.0242,68.84,0.0416,0.6538,0.5613
S05491,4,0,1,72.05,34.06,24,0,0,0,43.0573,65.94,0.0,0.3,0.6381
S05492,7,0,1,62.46,33.46,17,0,2,0,35.0687,76.54,0.1331,0.3,0.7084
S05493,2,1,1,92.18,55.1,33,4,0,0,64.1406,44.9,0.2794,0.6538,0.3917
S05494,2,0,0,77.6,55.17,21,4,1,0,51.1899,49.83,0.077,0.1538,0.5817
S05495,7,1,1,60.16,37.84,22,3,0,0,42.8841,62.16,0.165,0.6154,0.5447
S05496,2,1,0,66.09,41.56,16,5,2,0,45.5429,68.44,0.0827,0.3923,0.6163
S05497,7,0,0,88.14,56.57,28,0,0,0,51.8662,43.43,0.2233,0.0,0.5922
S05498,4,1,1,29.42,97.2080813057107,56,3,0,1,50.7576,2.7919,0.5917,0.6154,0.2797
S05499,8,1,1,76.66,48.87,24,1,0,0,46.8244,51.13,0.064,0.5385,0.506
S05500,1,1,1,80.06,50.65,28,2,0,0,52.4803,49.35,0.1112,0.5769,0.4695
S05501,8,0,0,60.75,14.29,14,3,1,1,38.3743,90.71,0.1568,0.1154,0.7997
S05502,2,0,1,74.32,46.88,22,2,0,0,46.625,53.12,0.0315,0.3769,0.5551
S05503,1,0,1,79.53,55.78,27,0,0,0,47.8289,44.22,0.1038,0.3,0.5345
S05504,6,1,0,53.53,35.7,20,4,0,0,40.9687,64.3,0.257,0.3538,0.6254
S05505,5,1,1,84.63,36.68,26,4,0,0,56.968,63.32,0.1746,0.6538,0.4904
S05506,7,1,1,76.46,30.65,17,5,0,0,50.2841,69.35,0.0612,0.6923,0.5283
S05507,1,1,1,69.71,30.93,22,0,1,0,40.9348,74.07,0.0325,0.5,0.628
S05508,1,0,1,73.57,46.63,28,0,0,0,46.0382,53.37,0.0211,0.3,0.5773
S05509,5,0,0,82.61,49.21,16,3,0,0,48.3048,50.79,0.1466,0.1154,0.6052
S05510,8,1,1,100.0,30.48,22,3,0,0,58.8201,69.52,0.3879,0.6154,0.5184
S05511,4,0,1,72.05,38.24,20,4,1,0,48.3767,66.76,0.0,0.4538,0.5843
S05512,7,1,1,84.16,45.97,25,1,0,0,50.4176,54.03,0.1681,0.5385,0.505
S05513,8,0,1,74.9,34.95,6,1,0,0,35.4424,65.05,0.0396,0.3385,0.6515
S05514,7,0,1,100.0,49.91,37,5,0,0,71.5645,50.09,0.3879,0.4923,0.4268
S05515,5,1,0,50.01,26.06,22,4,0,0,40.7472,73.94,0.3059,0.3538,0.6647
S05516,6,0,1,45.94,97.4880837784656,0,3,0,0,24.1452,2.5119,0.3624,0.4154,0.4217
S05517,5,0,1,74.3,97.43521723809177,14,0,0,1,38.0251,2.5648,0.0312,0.3,0.4022
S05518,6,1,0,81.9,47.61,24,3,0,0,52.7665,52.39,0.1367,0.3154,0.546
S05519,5,1,0,33.38,11.71,0,3,0,0,19.1212,88.29,0.5367,0.3154,0.8074
S05520,5,1,1,71.95,46.25,30,4,0,0,54.2689,53.75,0.0014,0.6538,0.4616
S05521,4,1,0,69.29,31.7,23,4,0,0,49.0524,68.3,0.0383,0.3538,0.6131
S05522,6,1,1,83.16,48.73,32,3,0,0,58.0163,51.27,0.1542,0.6154,0.4482
S05523,7,0,1,78.43,34.86,17,2,0,0,45.3029,65.14,0.0885,0.3769,0.6078
S05524,8,0,1,44.88,26.72,16,2,2,1,31.2897,83.28,0.3771,0.3769,0.7294
S05525,5,1,1,55.8,27.7,11,1,0,1,30.7685,72.3,0.2255,0.5385,0.6469
S05526,1,0,0,59.9,27.01,17,2,1,0,37.8909,77.99,0.1686,0.0769,0.7601
S05527,5,1,0,83.08,44.09,29,1,1,0,52.3585,60.91,0.1531,0.2385,0.6008
S05528,3,1,1,77.62,40.28,24,5,0,0,54.9007,59.72,0.0773,0.6923,0.4737
S05529,1,0,1,72.05,34.96,26,0,1,0,44.2437,70.04,0.0,0.3,0.6503
S05530,1,0,0,74.17,21.89,24,2,1,1,47.7514,83.11,0.0294,0.0769,0.7461
S05531,5,1,1,56.13,41.63,13,3,0,0,35.9331,58.37,0.221,0.6154,0.5539
S05532,8,0,1,100.0,95.2908433399516,39,0,0,0,63.1356,4.7092,0.3879,0.3,0.3229
S05533,5,0,1,80.62,54.77,34,1,0,0,54.3406,45.23,0.1189,0.3385,0.5061
S05534,4,1,1,83.79,29.73,27,4,1,0,57.2253,75.27,0.1629,0.6538,0.5373
S05535,1,0,1,92.65,59.17,41,2,0,0,65.2282,40.83,0.2859,0.3769,0.4408
S05536,6,0,1,87.24,45.84,26,2,0,0,54.1659,54.16,0.2108,0.3769,0.5328
S05537,1,1,1,72.05,23.89,22,3,0,0,47.6401,76.11,0.0,0.6154,0.5838
S05538,7,1,1,69.23,53.62,21,3,1,0,45.9189,51.38,0.0391,0.6154,0.491
S05539,7,0,1,91.32,63.94,28,0,0,0,53.1382,36.06,0.2675,0.3,0.4833
S05540,8,1,1,72.4,42.95,20,3,1,0,46.5936,62.05,0.0049,0.6154,0.5313
S05541,3,1,1,60.76,39.09,13,1,1,0,33.9389,65.91,0.1567,0.5385,0.6102
S05542,2,0,1,100.0,56.73,25,1,0,0,56.7536,43.27,0.3879,0.3385,0.4898
S05543,3,0,0,57.96,28.17,18,2,0,0,37.7081,71.83,0.1956,0.0769,0.7361
S05544,7,1,0,45.98,12.28,23,0,0,1,32.0361,87.72,0.3618,0.2,0.7888
S05545,2,0,1,86.89,41.08,34,6,1,0,66.464,63.92,0.206,0.5308,0.4904
S05546,8,1,1,61.03,29.86,22,6,2,0,49.0013,80.14,0.1529,0.7308,0.5664
S05547,2,1,1,78.53,69.5,22,2,0,0,48.309,30.5,0.0899,0.5769,0.4087
S05548,1,0,1,99.26,46.56,32,2,0,0,62.5332,53.44,0.3777,0.3769,0.5007
S05549,2,1,1,51.38,20.66,7,8,0,0,40.0892,79.34,0.2869,0.8077,0.5751
S05550,7,0,0,71.39,38.66,19,1,0,0,41.7503,61.34,0.0092,0.0385,0.6896
S05551,5,1,1,94.25,57.45,30,0,0,0,55.4966,42.55,0.3081,0.5,0.451
S05552,3,0,1,82.23,41.74,22,0,0,0,45.9428,58.26,0.1413,0.3,0.5972
S05553,6,1,1,69.3,36.52,26,4,0,0,50.836,63.48,0.0382,0.6538,0.5125
S05554,6,0,1,100.0,84.78,40,4,0,0,71.4211,15.22,0.3879,0.4538,0.2975
S05555,5,1,1,70.57,27.18,8,6,0,0,44.5122,72.82,0.0205,0.7308,0.5528
S05556,5,1,1,77.95,66.69,23,0,0,0,44.8241,33.31,0.0819,0.5,0.4514
S05557,1,0,1,96.74,38.63,8,1,0,0,45.3648,61.37,0.3427,0.3385,0.6021
S05558,3,0,1,86.71,48.97,27,0,1,0,50.7009,56.03,0.2035,0.3,0.5717
S05559,5,1,1,91.83,59.17,29,0,0,0,53.9354,40.83,0.2745,0.5,0.4495
S05560,2,1,1,58.51,35.69,32,5,1,0,52.0024,69.31,0.1879,0.6923,0.5222
S05561,4,0,0,90.42,43.26,41,4,1,0,68.1823,61.74,0.255,0.1538,0.5699
S05562,1,0,0,74.54,47.99,31,4,0,0,55.8981,52.01,0.0346,0.1538,0.5739
S05563,7,1,1,60.81,17.15,11,0,1,0,30.8494,87.85,0.156,0.5,0.7184
S05564,1,0,0,75.33,13.95,15,3,1,0,44.7995,91.05,0.0455,0.1154,0.7786
S05565,1,1,0,74.85,41.72,15,0,0,0,38.8383,58.28,0.0389,0.2,0.6472
S05566,6,0,1,100.0,51.5,45,1,0,0,68.618,48.5,0.3879,0.3385,0.4692
S05567,2,0,1,77.72,48.39,17,1,0,0,43.0958,51.61,0.0787,0.3385,0.571
S05568,3,1,1,60.29,34.02,15,6,1,0,44.5528,70.98,0.1632,0.7308,0.5453
S05569,3,0,1,56.83,34.89,10,2,1,0,32.5104,70.11,0.2112,0.3769,0.6724
S05570,2,1,0,71.29,47.79,12,0,0,0,35.6346,52.21,0.0105,0.2,0.6341
S05571,7,1,1,51.8,36.85,18,2,2,0,35.2441,73.15,0.2811,0.5769,0.625
S05572,6,0,1,61.27,45.16,20,0,1,0,36.3724,59.84,0.1496,0.3,0.6371
S05573,2,0,1,68.34,22.35,3,2,0,1,32.9618,77.65,0.0515,0.3769,0.701
S05574,6,0,0,65.67,42.35,10,0,0,0,32.2002,57.65,0.0885,0.0,0.7179
S05575,6,1,1,82.9,52.54,28,3,0,0,55.5394,47.46,0.1506,0.6154,0.4416
S05576,5,1,1,60.93,38.22,18,7,0,0,48.5115,61.78,0.1543,0.7692,0.485
S05577,5,1,1,34.95,27.24,6,5,2,0,27.1547,82.76,0.5149,0.6923,0.6629
S05578,8,0,1,46.71,38.42,18,0,0,0,29.362,61.58,0.3517,0.3,0.6686
S05579,4,0,1,71.73,37.31,11,3,0,0,40.9867,62.69,0.0044,0.4154,0.6035
S05580,4,0,1,72.05,13.8,14,0,0,0,37.1251,86.2,0.0,0.3,0.7399
S05581,5,1,1,53.45,45.14,20,2,0,0,37.0906,54.86,0.2582,0.5769,0.5454
S05582,7,0,1,100.0,48.52,27,2,0,0,59.8631,51.48,0.3879,0.3769,0.5022
S05583,6,0,1,84.43,51.66,29,2,0,0,54.8215,48.34,0.1718,0.3769,0.5073
S05584,1,0,1,71.12,41.72,22,3,2,0,47.2681,68.28,0.0129,0.4154,0.6038
S05585,4,0,1,75.5,17.65,17,0,0,1,40.2847,82.35,0.0479,0.3,0.7134
S05586,6,1,1,68.02,27.34,7,0,0,0,31.3605,72.66,0.0559,0.5,0.6559
S05587,2,1,1,72.05,23.03,0,1,1,0,30.7431,81.97,0.0,0.5385,0.6857
S05588,8,1,1,87.46,77.08,24,1,0,1,51.1444,22.92,0.2139,0.5385,0.378
S05589,7,0,1,84.77,58.51,31,0,0,0,52.2978,41.49,0.1765,0.3,0.5079
S05590,7,1,1,42.34,13.36,11,2,2,1,27.3076,96.64,0.4124,0.5769,0.7468
S05591,1,0,1,75.4,58.66,33,2,0,0,53.5824,41.34,0.0465,0.3769,0.4836
S05592,5,1,1,77.05,56.07,21,2,1,0,47.1238,48.93,0.0694,0.5769,0.4866
S05593,5,1,1,67.17,26.48,4,4,0,1,36.9332,73.52,0.0677,0.6538,0.6014
S05594,6,0,0,100.0,58.13,35,2,0,0,64.6089,41.87,0.3879,0.0769,0.5221
S05595,7,1,1,100.0,57.22,24,5,0,0,63.8527,42.78,0.3879,0.6923,0.3746
S05596,3,0,1,66.34,98.771554491979,21,6,1,1,50.5321,6.2284,0.0793,0.5308,0.3154
S05597,5,0,0,72.05,28.68,3,0,0,0,30.5997,71.32,0.0,0.0,0.7782
S05598,6,0,1,66.9,25.02,18,0,2,1,37.438,84.98,0.0715,0.3,0.7339
S05599,7,0,0,62.83,21.11,25,3,1,0,45.7317,83.89,0.128,0.1154,0.7466
S05600,7,1,1,58.19,24.7,22,4,2,0,44.0192,85.3,0.1924,0.6538,0.6237
S05601,3,1,1,72.05,37.88,23,0,0,0,42.4641,62.12,0.0,0.5,0.5749
S05602,8,1,0,100.0,54.63,32,1,0,0,60.9061,45.37,0.3879,0.2385,0.5087
S05603,1,1,1,95.25,58.72,27,0,0,0,54.1169,41.28,0.322,0.5,0.4507
S05604,4,1,0,72.05,36.91,24,7,0,0,56.5188,63.09,0.0,0.4692,0.5372
S05605,5,0,1,35.89,12.4,14,0,0,1,22.6611,87.6,0.5019,0.3,0.7961
S05606,1,0,1,44.03,41.095,6,1,2,1,23.0944,68.905,0.3889,0.3385,0.7102
S05607,4,0,1,87.96,38.81,23,0,0,0,48.8281,61.19,0.2208,0.3,0.5989
S05608,5,1,1,96.29,41.39,19,2,0,0,53.6333,58.61,0.3364,0.5769,0.5025
S05609,5,1,1,80.31,46.29,31,6,1,0,62.0523,58.71,0.1146,0.7308,0.435
S05610,1,1,0,67.42,33.68,18,5,0,0,47.2614,66.32,0.0643,0.3923,0.6018
S05611,3,0,1,92.28,35.49,20,0,0,0,48.7764,64.51,0.2808,0.3,0.6123
S05612,2,0,0,72.05,56.87,33,0,0,0,48.3963,43.13,0.0,0.0,0.6031
S05613,6,1,1,89.06,60.82,28,6,0,0,63.7726,39.18,0.2361,0.7308,0.3508
S05614,3,0,1,44.15,16.21,6,2,2,1,25.0655,93.79,0.3872,0.3769,0.7932
S05615,5,1,1,77.15,68.29,31,5,0,0,58.8652,31.71,0.0708,0.6923,0.3477
S05616,6,0,1,98.62,46.66,29,3,0,0,62.4206,53.34,0.3688,0.4154,0.491
S05617,7,0,1,79.91,38.08,12,0,0,0,39.0826,61.92,0.1091,0.3,0.6359
S05618,2,1,0,86.22,38.99,35,6,0,0,66.7892,61.01,0.1967,0.4308,0.5026
S05619,8,1,0,72.55,31.73,15,0,0,0,37.9183,68.27,0.0069,0.2,0.6904
S05620,2,1,1,73.59,71.28,47,4,0,0,65.0097,28.72,0.0214,0.6538,0.3239
S05621,1,0,1,93.04,97.04046769209997,26,3,0,0,58.409,2.9595,0.2913,0.4154,0.3036
S05622,1,0,1,61.95,26.28,2,0,0,0,25.9664,73.72,0.1402,0.3,0.729
S05623,2,1,1,60.49,31.85,32,6,0,0,54.7175,68.15,0.1604,0.7308,0.4984
S05624,7,1,1,64.83,21.44,19,2,1,0,41.0493,83.56,0.1002,0.5769,0.6463
S05625,2,0,1,72.35,53.31,24,2,1,0,47.0234,51.69,0.0042,0.3769,0.548
S05626,6,1,1,47.85,31.11,16,2,0,1,32.4777,68.89,0.3359,0.5769,0.6177
S05627,4,0,1,82.97,32.46,15,0,0,0,42.0863,67.54,0.1516,0.3,0.6479
S05628,1,0,0,69.54,20.79,4,1,0,0,32.112,79.21,0.0348,0.0385,0.7948
S05629,4,1,1,84.81,60.4,42,4,1,0,66.5316,44.6,0.1771,0.6538,0.3821
S05630,1,1,0,40.21,26.18,0,9,0,1,33.3917,73.82,0.4419,0.5462,0.6419
S05631,4,0,1,84.86,39.47,40,0,0,0,57.6728,60.53,0.1778,0.3,0.5653
S05632,5,0,1,92.05,52.82,33,2,0,0,60.2424,47.18,0.2776,0.3769,0.4836
S05633,5,1,1,78.58,46.8,26,4,0,0,54.548,53.2,0.0906,0.6538,0.4584
S05634,3,1,0,72.45,39.06,18,3,1,1,45.4272,65.94,0.0056,0.3154,0.6259
S05635,7,1,1,84.98,55.18,45,2,0,0,64.5331,44.82,0.1795,0.5769,0.4092
S05636,5,0,1,91.07,33.37,23,6,0,0,61.6105,66.63,0.264,0.5308,0.5182
S05637,3,1,1,79.84,42.13,19,2,0,0,47.0533,57.87,0.1081,0.5769,0.5226
S05638,4,1,1,80.96,55.74,31,4,0,0,58.4661,44.26,0.1237,0.6538,0.409
S05639,1,0,1,96.85,37.58,26,4,0,0,61.856,62.42,0.3442,0.4538,0.5197
S05640,8,0,1,83.42,44.02,22,8,1,0,61.8035,60.98,0.1578,0.6077,0.4757
S05641,7,1,0,60.0,36.72,17,4,0,0,41.7771,63.28,0.1672,0.3538,0.6185
S05642,3,1,0,91.0,42.26,34,2,0,0,60.4156,57.74,0.263,0.2769,0.5503
S05643,6,1,1,70.14,39.88,36,0,1,0,49.4119,65.12,0.0265,0.5,0.5625
S05644,6,1,1,72.5,39.88,39,8,0,0,67.5202,60.12,0.0062,0.8077,0.4022
S05645,5,1,0,73.6,33.83,8,3,0,0,39.955,66.17,0.0215,0.3154,0.646
S05646,1,0,1,86.53,41.58,36,0,0,0,55.9679,58.42,0.201,0.3,0.5628
S05647,8,0,0,98.23,34.35,22,3,0,0,58.1121,65.65,0.3634,0.1154,0.6304
S05648,8,1,1,72.37,40.8,15,5,0,0,47.4617,59.2,0.0044,0.6923,0.4976
S05649,8,0,1,97.97,63.22,27,0,0,0,55.2049,36.78,0.3598,0.3,0.4789
S05650,8,0,1,74.47,96.12794039388696,18,2,0,0,44.3121,3.8721,0.0336,0.3769,0.3662
S05651,8,1,1,93.03,28.11,21,5,0,0,59.285,71.89,0.2912,0.6923,0.507
S05652,6,0,1,74.98,20.24,4,1,0,0,34.288,79.76,0.0407,0.3385,0.7144
S05653,1,1,0,64.61,97.2462371200947,31,3,0,1,50.0031,2.7538,0.1033,0.3154,0.3572
S05654,4,0,1,100.0,61.3,39,2,0,0,66.9817,38.7,0.3879,0.3769,0.4261
S05655,2,0,1,63.18,26.94,19,1,2,0,38.4663,83.06,0.1231,0.3385,0.713
S05656,2,0,1,62.18,32.61,11,3,1,0,37.1667,72.39,0.137,0.4154,0.6556
S05657,7,1,1,53.16,24.96,25,3,0,0,41.8637,75.04,0.2622,0.6154,0.5998
S05658,7,1,1,91.01,61.99,28,8,0,0,68.3988,38.01,0.2632,0.8077,0.3107
S05659,5,0,1,94.55,35.48,26,1,0,0,55.1668,64.52,0.3123,0.3385,0.5804
S05660,6,0,1,77.6,34.17,11,0,2,0,37.5654,75.83,0.077,0.3,0.6968
S05661,2,0,1,57.24,27.43,21,4,0,0,43.0459,72.57,0.2056,0.4538,0.6262
S05662,2,1,1,71.9,39.87,19,3,1,0,45.8004,65.13,0.0021,0.6154,0.5464
S05663,7,1,1,67.46,24.37,22,5,1,1,49.6502,80.63,0.0637,0.6923,0.5757
S05664,4,1,1,56.54,32.74,18,7,1,0,46.7555,72.26,0.2153,0.7692,0.5331
S05665,5,0,0,64.67,32.29,24,1,0,0,42.0284,67.71,0.1024,0.0385,0.7141
S05666,4,1,0,79.59,46.76,26,9,2,0,64.5674,63.24,0.1046,0.5462,0.4904
S05667,2,0,0,62.92,27.32,16,4,2,0,42.3518,82.68,0.1267,0.1538,0.744
S05668,7,0,0,76.38,55.65,28,2,0,0,51.0083,44.35,0.0601,0.0769,0.5796
S05669,7,0,1,45.36,27.84,20,3,1,1,35.7776,77.16,0.3704,0.4154,0.6796
S05670,6,0,1,97.19,56.79,43,4,0,0,72.0768,43.21,0.3489,0.4538,0.4071
S05671,3,0,1,66.13,28.79,11,3,0,0,38.7467,71.21,0.0822,0.4154,0.6454
S05672,6,1,1,72.05,49.15,36,4,0,0,57.8682,50.85,0.0,0.6538,0.4374
S05673,8,0,0,74.83,41.1,10,3,0,0,41.6334,58.9,0.0386,0.1154,0.661
S05674,6,1,1,78.04,47.68,32,4,0,0,57.8914,52.32,0.0831,0.6538,0.4432
S05675,4,1,1,55.02,41.095,11,2,1,0,32.3796,63.905,0.2364,0.5769,0.5981
S05676,3,1,1,60.59,43.99,25,1,1,0,40.9896,61.01,0.1591,0.5385,0.566
S05677,5,0,0,60.93,60.21,30,2,1,0,46.0148,44.79,0.1543,0.0769,0.5989
S05678,3,1,1,72.38,34.16,24,2,0,0,47.0354,65.84,0.0046,0.5769,0.5545
S05679,5,0,1,91.89,53.57,29,4,0,0,61.6517,46.43,0.2754,0.4538,0.4565
S05680,1,0,1,72.05,35.31,24,3,0,0,48.8265,64.69,0.0,0.4154,0.584
