student_id,semester,hostel_resident,internet_access,attendance_percentage,avg_assignment_score,lms_login_frequency,library_visits_per_month,disciplinary_actions,dropout
S05523,7,0,1,78.43,34.86,17.0,2.0,0,0
S05524,8,0,1,44.88,26.72,16.0,2.0,2,1
S05525,5,1,1,55.8,27.7,11.0,1.0,0,1
S05526,1,0,0,59.9,27.01,17.0,2.0,1,0
S05527,5,1,0,83.08,44.09,29.0,1.0,1,0
S05528,3,1,1,77.62,40.28,24.0,5.0,0,0
S05529,1,0,1,,34.96,26.0,0.0,1,0
S05530,1,0,0,74.17,21.89,24.0,2.0,1,1
S05531,5,1,1,56.13,41.63,13.0,3.0,0,0
S05532,8,0,1,100.0,95.2908433399516,39.0,0.0,0,0
S05533,5,0,1,80.62,54.77,34.0,1.0,0,0
S05534,4,1,1,83.79,29.73,27.0,4.0,1,0
S05535,1,0,1,92.65,59.17,41.0,2.0,0,0
S05536,6,0,1,87.24,45.84,26.0,2.0,0,0
S05537,1,1,1,,23.89,22.0,3.0,0,0
S05538,7,1,1,69.23,53.62,21.0,3.0,1,0
S05539,7,0,1,91.32,63.94,28.0,0.0,0,0
S05540,8,1,1,72.4,42.95,20.0,3.0,1,0
S05541,3,1,1,60.76,39.09,13.0,1.0,1,0
S05542,2,0,1,100.0,56.73,25.0,1.0,0,0
S05543,3,0,0,57.96,28.17,18.0,2.0,0,0
S05544,7,1,0,45.98,12.28,23.0,0.0,0,1
S05545,2,0,1,86.89,41.08,34.0,6.0,1,0
S05546,8,1,1,61.03,29.86,22.0,6.0,2,0
S05547,2,1,1,78.53,69.5,,2.0,0,0
S05548,1,0,1,99.26,46.56,32.0,2.0,0,0
S05549,2,1,1,51.38,20.66,7.0,8.0,0,0
S05550,7,0,0,71.39,38.66,19.0,1.0,0,0
S05551,5,1,1,94.25,57.45,30.0,0.0,0,0
S05552,3,0,1,82.23,41.74,,0.0,0,0
S05553,6,1,1,69.3,36.52,26.0,4.0,0,0
S05554,6,0,1,100.0,84.78,40.0,4.0,0,0
S05555,5,1,1,70.57,27.18,8.0,6.0,0,0
S05556,5,1,1,77.95,66.69,23.0,0.0,0,0
S05557,1,0,1,96.74,38.63,8.0,1.0,0,0
S05558,3,0,1,86.71,48.97,27.0,0.0,1,0
S05559,5,1,1,91.83,59.17,29.0,0.0,0,0
S05560,2,1,1,58.51,35.69,32.0,5.0,1,0
S05561,4,0,0,90.42,43.26,41.0,4.0,1,0
S05562,1,0,0,74.54,47.99,31.0,4.0,0,0
S05563,7,1,1,60.81,17.15,11.0,0.0,1,0
S05564,1,0,0,75.33,13.95,15.0,3.0,1,0
S05565,1,1,0,74.85,41.72,15.0,0.0,0,0
S05566,6,0,1,100.0,51.5,45.0,1.0,0,0
S05567,2,0,1,77.72,48.39,17.0,1.0,0,0
S05568,3,1,1,60.29,34.02,15.0,6.0,1,0
S05569,3,0,1,56.83,34.89,10.0,2.0,1,0
S05570,2,1,0,71.29,47.79,12.0,0.0,0,0
S05571,7,1,1,51.8,36.85,18.0,2.0,2,0
S05572,6,0,1,61.27,45.16,20.0,0.0,1,0
S05573,2,0,1,68.34,22.35,3.0,2.0,0,1
S05574,6,0,0,65.67,42.35,10.0,0.0,0,0
S05575,6,1,1,82.9,52.54,28.0,3.0,0,0
S05576,5,1,1,60.93,38.22,18.0,7.0,0,0
S05577,5,1,1,34.95,27.24,6.0,5.0,2,0
S05578,8,0,1,46.71,38.42,18.0,0.0,0,0
S05579,4,0,1,71.73,37.31,11.0,,0,0
S05580,4,0,1,,13.8,14.0,0.0,0,0
S05581,5,1,1,53.45,45.14,20.0,2.0,0,0
S05582,7,0,1,100.0,48.52,27.0,2.0,0,0
S05583,6,0,1,84.43,51.66,29.0,2.0,0,0
S05584,1,0,1,71.12,41.72,,3.0,2,0
S05585,4,0,1,75.5,17.65,17.0,0.0,0,1
S05586,6,1,1,68.02,27.34,7.0,0.0,0,0
S05587,2,1,1,,23.03,0.0,1.0,1,0
S05588,8,1,1,87.46,77.08,24.0,1.0,0,1
S05589,7,0,1,84.77,58.51,31.0,0.0,0,0
S05590,7,1,1,42.34,13.36,11.0,2.0,2,1
S05591,1,0,1,75.4,58.66,33.0,2.0,0,0
S05592,5,1,1,77.05,56.07,21.0,2.0,1,0
S05593,5,1,1,67.17,26.48,4.0,4.0,0,1
S05594,6,0,0,100.0,58.13,35.0,2.0,0,0
S05595,7,1,1,100.0,57.22,24.0,5.0,0,0
S05596,3,0,1,66.34,98.771554491979,21.0,6.0,1,1
S05597,5,0,0,,28.68,3.0,0.0,0,0
S05598,6,0,1,66.9,25.02,18.0,0.0,2,1
S05599,7,0,0,62.83,21.11,25.0,3.0,1,0
S05600,7,1,1,58.19,24.7,22.0,4.0,2,0
S05601,3,1,1,,37.88,23.0,0.0,0,0
S05602,8,1,0,100.0,54.63,32.0,1.0,0,0
S05603,1,1,1,95.25,58.72,27.0,0.0,0,0
S05604,4,1,0,,36.91,24.0,7.0,0,0
S05605,5,0,1,35.89,12.4,14.0,0.0,0,1
S05606,1,0,1,44.03,,6.0,1.0,2,1
S05607,4,0,1,87.96,38.81,23.0,0.0,0,0
S05608,5,1,1,96.29,41.39,19.0,2.0,0,0
S05609,5,1,1,80.31,46.29,31.0,6.0,1,0
S05610,1,1,0,67.42,33.68,18.0,5.0,0,0
S05611,3,0,1,92.28,35.49,20.0,0.0,0,0
S05612,2,0,0,,56.87,33.0,0.0,0,0
S05613,6,1,1,89.06,60.82,28.0,6.0,0,0
S05614,3,0,1,44.15,16.21,6.0,2.0,2,1
S05615,5,1,1,77.15,68.29,31.0,5.0,0,0
S05616,6,0,1,98.62,46.66,29.0,3.0,0,0
S05617,7,0,1,79.91,38.08,12.0,0.0,0,0
S05618,2,1,0,86.22,38.99,35.0,6.0,0,0
S05619,8,1,0,72.55,31.73,15.0,0.0,0,0
S05620,2,1,1,73.59,71.28,47.0,4.0,0,0
S05621,1,0,1,93.04,97.04046769209997,26.0,3.0,0,0
S05622,1,0,1,61.95,26.28,2.0,0.0,0,0
S05623,2,1,1,60.49,31.85,32.0,6.0,0,0
S05624,7,1,1,64.83,21.44,19.0,2.0,1,0
S05625,2,0,1,72.35,53.31,24.0,2.0,1,0
S05626,6,1,1,47.85,31.11,16.0,2.0,0,1
S05627,4,0,1,82.97,32.46,15.0,0.0,0,0
S05628,1,0,0,69.54,20.79,4.0,1.0,0,0
S05629,4,1,1,84.81,60.4,42.0,4.0,1,0
S05630,1,1,0,40.21,26.18,0.0,9.0,0,1
S05631,4,0,1,84.86,39.47,40.0,0.0,0,0
S05632,5,0,1,92.05,52.82,33.0,2.0,0,0
S05633,5,1,1,78.58,46.8,26.0,4.0,0,0
S05634,3,1,0,72.45,39.06,18.0,3.0,1,1
S05635,7,1,1,84.98,55.18,45.0,2.0,0,0
S05636,5,0,1,91.07,33.37,23.0,6.0,0,0
S05637,3,1,1,79.84,42.13,19.0,2.0,0,0
S05638,4,1,1,80.96,55.74,31.0,4.0,0,0
S05639,1,0,1,96.85,37.58,26.0,4.0,0,0
S05640,8,0,1,83.42,44.02,,8.0,1,0
S05641,7,1,0,60.0,36.72,17.0,4.0,0,0
S05642,3,1,0,91.0,42.26,34.0,2.0,0,0
S05643,6,1,1,70.14,39.88,36.0,0.0,1,0
S05644,6,1,1,72.5,39.88,39.0,8.0,0,0
S05645,5,1,0,73.6,33.83,8.0,3.0,0,0
S05646,1,0,1,86.53,41.58,36.0,0.0,0,0
S05647,8,0,0,98.23,34.35,,3.0,0,0
S05648,8,1,1,72.37,40.8,15.0,5.0,0,0
S05649,8,0,1,97.97,63.22,27.0,0.0,0,0
S05650,8,0,1,74.47,96.12794039388696,18.0,2.0,0,0
S05651,8,1,1,93.03,28.11,21.0,5.0,0,0
S05652,6,0,1,74.98,20.24,4.0,1.0,0,0
S05653,1,1,0,64.61,97.2462371200947,31.0,3.0,0,1
S05654,4,0,1,100.0,61.3,39.0,2.0,0,0
S05655,2,0,1,63.18,26.94,19.0,1.0,2,0
S05656,2,0,1,62.18,32.61,11.0,3.0,1,0
S05657,7,1,1,53.16,24.96,25.0,3.0,0,0
S05658,7,1,1,91.01,61.99,28.0,8.0,0,0
S05659,5,0,1,94.55,35.48,26.0,1.0,0,0
S05660,6,0,1,77.6,34.17,11.0,0.0,2,0
S05661,2,0,1,57.24,27.43,21.0,4.0,0,0
S05662,2,1,1,71.9,39.87,19.0,3.0,1,0
S05663,7,1,1,67.46,24.37,22.0,5.0,1,1
S05664,4,1,1,56.54,32.74,18.0,7.0,1,0
S05665,5,0,0,64.67,32.29,24.0,1.0,0,0
S05666,4,1,0,79.59,46.76,26.0,9.0,2,0
S05667,2,0,0,62.92,27.32,16.0,4.0,2,0
S05668,7,0,0,76.38,55.65,28.0,2.0,0,0
S05669,7,0,1,45.36,27.84,20.0,3.0,1,1
S05670,6,0,1,97.19,56.79,43.0,4.0,0,0
S05671,3,0,1,66.13,28.79,11.0,,0,0
S05672,6,1,1,,49.15,36.0,4.0,0,0
S05673,8,0,0,74.83,41.1,10.0,3.0,0,0
S05674,6,1,1,78.04,47.68,32.0,4.0,0,0
S05675,4,1,1,55.02,,11.0,2.0,1,0
S05676,3,1,1,60.59,43.99,25.0,1.0,1,0
S05677,5,0,0,60.93,60.21,30.0,2.0,1,0
S05678,3,1,1,72.38,34.16,24.0,2.0,0,0
S05679,5,0,1,91.89,53.57,29.0,4.0,0,0
S05680,1,0,1,,35.31,24.0,,0,0
S05681,2,0,1,58.49,35.49,14.0,1.0,0,0
S05682,7,1,1,73.31,58.26,32.0,2.0,1,0
S05683,4,1,1,70.79,24.95,21.0,2.0,0,0
S05684,4,1,1,66.74,99.49722898769929,3.0,4.0,0,0
S05685,5,1,1,71.77,26.48,29.0,4.0,0,0
S05686,4,0,1,83.46,44.01,33.0,2.0,0,0
S05687,7,1,0,61.2,33.02,,4.0,0,0
S05688,2,1,1,66.81,39.78,14.0,7.0,0,0
S05689,7,0,1,86.73,32.9,18.0,2.0,1,0
S05690,2,1,1,79.03,28.84,,2.0,1,0
S05691,3,1,0,91.19,44.47,31.0,5.0,0,0
S05692,5,0,1,93.54,46.59,15.0,3.0,0,0
S05693,8,0,1,51.59,14.79,18.0,4.0,0,0
S05694,2,0,0,76.32,67.02,25.0,1.0,3,0
S05695,5,1,1,64.38,33.63,30.0,8.0,0,0
S05696,1,0,1,54.02,23.71,22.0,1.0,2,1
S05697,1,0,1,60.16,16.7,12.0,3.0,0,0
S05698,7,1,1,67.49,35.49,7.0,3.0,0,0
S05699,6,1,0,67.58,28.55,14.0,0.0,0,0
S05700,4,1,1,62.9,45.68,30.0,2.0,0,0
S05701,5,1,0,71.8,96.25464608597424,25.0,5.0,0,0
S05702,4,0,0,100.0,77.39,37.0,1.0,0,0
S05703,3,0,1,46.12,10.5,8.0,5.0,1,0
S05704,4,1,1,89.06,50.96,32.0,2.0,0,0
S05705,3,0,1,71.72,,10.0,5.0,1,0
S05706,7,1,0,3.2270114096815075,97.84707514326011,28.0,9.0,1,0
S05707,4,1,1,41.73,22.09,2.0,5.0,1,0
S05708,3,1,1,83.44,35.79,11.0,3.0,0,0
S05709,5,1,0,50.39,43.88,33.0,,1,0
S05710,7,1,1,84.42,49.32,28.0,7.0,0,0
S05711,3,1,0,98.12,54.94,33.0,6.0,0,0
S05712,8,0,1,52.76,34.71,1.0,5.0,3,0
S05713,4,0,1,89.53,45.37,34.0,2.0,2,0
S05714,6,0,1,72.38,52.01,30.0,1.0,0,0
S05715,8,1,1,40.59,24.62,10.0,2.0,0,0
S05716,4,0,1,53.93,49.2,23.0,2.0,0,0
S05717,2,0,1,74.67,,33.0,4.0,0,0
S05718,6,1,1,78.02,68.14,29.0,7.0,1,0
S05719,1,0,0,48.29,14.71,0.0,2.0,0,0
S05720,4,1,1,72.48,95.86253160434778,13.0,2.0,0,0
S05721,8,0,1,84.35,47.56,40.0,1.0,0,0
S05722,4,0,1,86.98,57.08,28.0,6.0,0,0
S05723,6,0,1,65.81,31.41,21.0,2.0,0,0
S05724,5,0,1,78.58,67.0,18.0,1.0,1,0
S05725,2,1,1,88.09,48.61,23.0,3.0,0,0
S05726,3,1,1,84.79,51.5,37.0,8.0,0,0
S05727,5,1,1,85.37,44.32,39.0,0.0,1,0
S05728,1,1,1,73.7,23.84,29.0,4.0,1,0
S05729,4,1,0,70.58,44.46,26.0,2.0,0,0
S05730,4,1,1,76.08,34.12,29.0,6.0,0,0
S05731,7,0,0,60.54,40.43,18.0,5.0,1,0
S05732,1,0,1,88.68,18.09,,2.0,0,0
S05733,7,1,0,49.04,10.29,3.0,4.0,0,0
S05734,4,1,0,64.44,41.48,30.0,5.0,1,0
S05735,6,0,1,71.46,,22.0,1.0,2,0
S05736,5,0,1,79.05,45.26,29.0,0.0,0,0
S05737,3,0,1,81.86,48.39,28.0,0.0,1,0
S05738,8,0,1,,42.91,33.0,0.0,0,0
S05739,2,1,1,73.17,42.07,26.0,0.0,0,0
S05740,1,0,1,61.23,32.24,,2.0,0,0
S05741,7,1,1,69.82,51.75,,7.0,1,0
S05742,5,1,0,67.21,21.36,30.0,1.0,1,0
S05743,8,0,1,79.8,48.65,19.0,0.0,1,0
S05744,4,1,1,56.0,24.7,19.0,0.0,2,0
S05745,1,1,1,69.37,96.75759539206825,12.0,1.0,0,0
S05746,1,0,0,96.34,51.46,30.0,2.0,0,0
S05747,4,0,1,74.7,33.75,18.0,,0,0
S05748,2,1,1,56.21,20.02,17.0,0.0,1,0
S05749,8,0,1,66.9,24.17,26.0,5.0,0,0
S05750,1,0,1,38.51,45.69,,1.0,2,1
S05751,8,0,1,71.12,45.88,38.0,1.0,2,0
S05752,2,0,0,96.72,47.3,38.0,2.0,0,0
S05753,1,1,1,54.2,35.73,14.0,3.0,0,0
S05754,3,0,1,50.16,35.68,14.0,0.0,0,0
S05755,2,1,1,62.2,95.21738433458583,22.0,4.0,0,0
S05756,4,0,1,85.82,40.57,,4.0,0,0
S05757,3,1,0,97.57,59.38,22.0,5.0,0,0
S05758,5,0,1,78.72,,30.0,2.0,1,0
S05759,5,1,1,52.71,14.9,6.0,5.0,2,1
S05760,1,1,1,71.67,31.28,27.0,5.0,2,0
S05761,1,0,1,98.84,49.0,41.0,,0,0
S05762,2,1,0,67.34,45.65,23.0,4.0,0,0
S05763,2,0,1,74.11,26.71,5.0,0.0,0,0
S05764,1,1,0,75.61,,9.0,0.0,0,0
S05765,3,1,1,48.81,31.55,19.0,7.0,2,0
S05766,5,0,0,86.97,40.13,8.0,2.0,0,0
S05767,3,0,0,84.81,52.36,32.0,4.0,0,0
S05768,3,0,1,42.1,20.99,20.0,1.0,0,1
S05769,4,1,1,52.04,41.23,24.0,3.0,1,0
S05770,5,1,0,57.45,21.9,15.0,4.0,1,0
S05771,3,0,1,83.23,43.43,30.0,,0,0
S05772,2,0,1,60.73,43.02,20.0,1.0,0,0
S05773,4,0,0,78.02,51.29,13.0,3.0,0,1
S05774,1,1,0,69.27,61.95,27.0,4.0,2,0
S05775,4,0,1,73.07,98.64076608757107,55.0,2.0,1,0
S05776,8,0,0,79.44,52.73,31.0,1.0,0,0
S05777,4,1,1,76.09,22.28,20.0,1.0,0,0
S05778,1,0,1,,58.44,28.0,1.0,1,0
S05779,6,1,1,76.91,46.59,35.0,5.0,0,0
S05780,2,0,0,75.25,53.67,,0.0,0,0
S05781,2,0,1,68.85,98.51879037808729,30.0,0.0,1,0
S05782,2,1,1,,34.45,7.0,7.0,1,0
S05783,8,0,0,100.0,51.68,36.0,,0,0
S05784,8,0,1,65.36,31.28,25.0,0.0,0,1
S05785,5,1,1,,65.15,38.0,5.0,0,0
S05786,5,1,1,61.72,31.06,23.0,2.0,1,0
S05787,6,1,1,84.15,46.18,39.0,6.0,0,0
S05788,5,0,1,98.76,46.92,17.0,0.0,0,0
S05789,5,0,0,66.94,37.93,25.0,2.0,0,0
S05790,8,0,1,61.99,32.07,23.0,3.0,2,0
S05791,6,1,1,65.56,38.28,27.0,6.0,0,0
S05792,1,1,1,71.71,48.92,35.0,1.0,1,0
S05793,4,0,0,76.83,29.14,17.0,7.0,0,0
S05794,8,1,1,71.4,33.91,34.0,0.0,0,0
S05795,4,0,1,65.7,45.47,27.0,,0,0
S05796,2,1,1,100.0,,31.0,2.0,0,0
S05797,7,0,1,68.99,99.62708778975015,14.0,0.0,1,0
S05798,5,0,1,62.7,29.98,21.0,4.0,0,0
S05799,5,1,1,84.46,96.22821869252542,55.0,4.0,0,0
S05800,4,1,1,84.7,37.11,30.0,4.0,0,0
S05801,1,0,1,93.19,38.43,25.0,3.0,0,0
S05802,4,0,0,100.0,50.83,37.0,2.0,0,0
S05803,4,1,0,77.19,16.9,21.0,3.0,1,0
S05804,8,0,1,67.68,62.41,31.0,3.0,2,0
S05805,3,1,1,43.47,,,5.0,3,0
S05806,2,1,0,57.93,38.88,11.0,6.0,1,0
S05807,4,0,1,75.13,44.92,24.0,3.0,0,0
S05808,8,0,0,54.29,37.5,24.0,3.0,1,1
S05809,4,0,1,48.22,43.91,16.0,3.0,2,0
S05810,4,1,1,72.99,39.74,12.0,3.0,0,0
S05811,6,0,1,,49.92,34.0,0.0,0,0
S05812,6,1,0,68.3,50.19,16.0,6.0,1,0
S05813,3,0,1,85.45,27.19,29.0,5.0,0,0
S05814,8,1,1,81.25,54.28,18.0,2.0,1,0
S05815,5,0,1,89.24,54.16,35.0,2.0,0,0
S05816,1,0,0,100.0,,29.0,4.0,0,0
S05817,4,1,0,100.0,57.55,40.0,8.0,0,0
S05818,8,1,0,82.98,49.25,25.0,1.0,0,0
S05819,4,0,1,65.1,29.08,,0.0,0,0
S05820,5,0,0,72.93,32.56,26.0,3.0,0,0
S05821,5,1,1,95.6,50.0,22.0,4.0,0,0
S05822,6,0,1,58.6,,32.0,0.0,1,0
S05823,7,0,1,93.71,52.25,32.0,2.0,0,0
S05824,2,0,1,69.45,41.11,17.0,3.0,0,0
S05825,5,0,1,75.41,96.77349177808607,20.0,0.0,0,0
S05826,5,1,1,,39.59,18.0,0.0,0,0
S05827,2,1,0,52.14,38.07,23.0,2.0,0,0
S05828,6,0,0,67.82,40.33,14.0,1.0,0,0
S05829,1,1,1,91.55,53.02,27.0,7.0,0,0
S05830,4,0,0,61.47,,18.0,0.0,0,1
S05831,3,1,1,96.19,52.79,43.0,4.0,0,0
S05832,2,0,1,63.41,36.15,27.0,1.0,0,0
S05833,7,0,1,55.98,45.12,29.0,4.0,2,0
S05834,2,1,1,75.8,37.49,24.0,0.0,0,0
S05835,3,0,1,82.19,61.66,,2.0,0,0
S05836,7,0,1,74.82,61.26,34.0,4.0,1,0
S05837,8,0,0,74.26,66.18,29.0,2.0,0,0
S05838,1,1,1,96.04,63.24,37.0,2.0,0,0
S05839,3,0,0,73.42,31.72,18.0,0.0,0,0
S05840,6,1,0,64.94,47.39,35.0,4.0,0,0
S05841,7,1,1,55.01,37.31,14.0,1.0,0,0
S05842,8,1,1,91.1,38.44,34.0,1.0,0,0
S05843,5,0,1,65.61,51.2,26.0,0.0,0,0
S05844,1,1,1,67.08,26.77,10.0,3.0,1,0
S05845,7,0,1,87.78,51.15,28.0,4.0,0,0
S05846,2,1,1,100.0,46.72,34.0,4.0,0,0
S05847,1,1,1,75.77,52.49,,1.0,1,0
S05848,6,0,1,69.95,19.92,21.0,1.0,0,0
S05849,5,1,1,71.92,45.16,34.0,0.0,0,0
S05850,1,0,1,65.17,27.58,13.0,0.0,2,0
S05851,2,0,1,66.66,39.52,10.0,4.0,1,0
S05852,5,0,0,66.74,30.45,16.0,2.0,1,0
S05853,3,1,1,85.66,63.23,33.0,2.0,0,0
S05854,6,1,1,70.68,39.88,29.0,1.0,0,0
S05855,4,1,1,92.39,60.54,35.0,1.0,0,0
S05856,5,0,1,70.26,97.4097419851249,29.0,0.0,0,0
S05857,4,1,1,66.49,41.47,22.0,2.0,0,0
S05858,3,1,1,91.17,54.38,25.0,5.0,0,0
S05859,3,1,1,72.32,20.54,15.0,1.0,0,0
S05860,6,0,1,70.1,28.3,12.0,0.0,1,0
S05861,5,0,1,72.5,34.52,,2.0,0,0
S05862,5,1,0,94.0,99.83195129323767,37.0,4.0,0,0
S05863,5,0,1,76.59,55.41,26.0,0.0,1,0
S05864,2,0,1,90.74,53.58,29.0,1.0,0,0
S05865,8,0,1,68.48,30.86,13.0,2.0,1,1
S05866,5,0,1,3.293603469664224,99.01170712101444,49.0,,0,0
S05867,6,0,1,75.57,41.77,17.0,1.0,1,0
S05868,8,0,1,85.24,47.26,28.0,0.0,1,0
S05869,8,1,1,86.5,45.97,36.0,2.0,0,0
S05870,6,1,0,57.88,20.58,18.0,8.0,0,0
S05871,7,0,1,73.08,27.14,16.0,1.0,0,0
S05872,4,0,1,86.36,40.06,34.0,3.0,1,0
S05873,6,1,1,88.75,46.2,18.0,4.0,0,0
S05874,3,0,1,90.8,51.47,43.0,6.0,0,0
S05875,6,1,1,73.57,48.25,25.0,4.0,0,0
S05876,1,1,1,95.1,30.32,29.0,6.0,1,0
S05877,8,0,0,62.14,20.78,8.0,4.0,1,0
S05878,2,0,0,49.58,20.56,5.0,5.0,1,0
S05879,6,0,1,67.84,39.34,21.0,5.0,0,0
S05880,1,1,1,89.94,58.75,44.0,7.0,0,0
S05881,2,0,1,55.71,41.05,18.0,0.0,2,0
S05882,8,1,1,49.95,43.34,17.0,1.0,0,0
S05883,7,1,0,46.19,31.06,16.0,7.0,1,1
S05884,2,1,1,83.04,56.95,45.0,6.0,1,0
S05885,2,1,1,50.29,30.98,11.0,9.0,0,0
S05886,7,0,1,80.24,50.08,38.0,3.0,0,0
S05887,8,0,1,67.08,47.32,,6.0,0,0
S05888,2,1,1,60.44,30.25,13.0,6.0,0,1
S05889,6,0,1,57.02,28.89,16.0,0.0,0,0
S05890,3,0,1,75.09,46.5,23.0,8.0,1,0
S05891,6,0,1,60.69,29.1,,0.0,0,1
S05892,4,0,1,71.93,46.14,4.0,5.0,0,0
S05893,2,1,1,,29.15,26.0,6.0,2,0
S05894,3,0,0,81.19,32.64,21.0,2.0,1,0
S05895,5,1,1,86.01,56.38,22.0,2.0,0,0
S05896,7,1,1,74.47,52.6,13.0,3.0,0,0
S05897,1,0,1,56.25,97.89121376751326,14.0,2.0,2,0
S05898,8,1,1,78.99,36.72,21.0,10.0,1,0
S05899,6,0,1,81.84,43.41,23.0,0.0,0,0
S05900,8,0,1,69.28,34.94,8.0,0.0,1,0
S05901,8,0,1,67.68,42.59,22.0,2.0,1,0
S05902,2,0,1,100.0,63.74,26.0,3.0,0,0
S05903,1,0,1,52.6,26.57,2.0,2.0,1,0
S05904,7,0,1,79.41,68.21,21.0,2.0,1,0
S05905,2,0,1,87.69,57.34,22.0,2.0,0,0
S05906,2,0,1,66.88,98.4105690148426,21.0,0.0,1,0
S05907,4,1,0,69.47,27.62,17.0,2.0,0,0
S05908,8,0,0,65.98,40.08,9.0,5.0,0,0
S05909,7,1,1,72.0,47.92,15.0,3.0,0,0
S05910,5,1,1,85.49,50.27,13.0,1.0,0,0
S05911,2,1,1,69.03,25.86,30.0,5.0,0,0
S05912,3,1,1,100.0,54.09,43.0,5.0,0,0
S05913,6,1,1,65.21,34.29,31.0,2.0,0,1
S05914,2,1,0,92.66,48.13,25.0,5.0,0,0
S05915,5,1,1,80.16,47.37,36.0,5.0,0,0
S05916,1,1,1,73.63,73.75,26.0,8.0,0,0
S05917,3,0,0,94.06,45.05,24.0,0.0,0,0
S05918,2,1,1,48.0,24.55,9.0,6.0,0,0
S05919,6,1,1,78.38,49.56,23.0,4.0,1,0
S05920,8,0,1,61.25,,19.0,0.0,0,0
S05921,2,0,1,65.46,57.45,23.0,2.0,0,0
S05922,7,1,1,64.75,41.51,20.0,2.0,0,0
S05923,6,1,1,57.54,27.93,14.0,2.0,0,0
S05924,8,0,1,47.21,28.44,24.0,3.0,1,1
S05925,8,0,1,77.83,53.27,24.0,2.0,0,0
S05926,1,0,0,71.01,52.69,21.0,2.0,0,0
S05927,6,1,1,67.49,43.01,19.0,3.0,1,0
S05928,5,1,1,83.39,41.79,26.0,7.0,0,0
S05929,1,1,1,78.78,33.33,,0.0,0,0
S05930,3,0,1,68.0,40.42,13.0,1.0,0,0
S05931,8,0,0,100.0,82.82,52.0,0.0,0,0
S05932,5,1,0,87.27,50.82,15.0,3.0,0,0
S05933,3,1,0,100.0,54.74,,6.0,0,0
S05934,3,0,0,65.78,36.76,23.0,4.0,0,0
S05935,7,0,1,75.75,26.85,32.0,2.0,0,0
S05936,3,0,1,53.43,42.9,19.0,3.0,0,0
S05937,2,1,1,67.04,33.78,36.0,7.0,0,0
S05938,5,1,0,63.24,47.68,21.0,6.0,1,0
S05939,8,0,1,100.0,63.21,43.0,4.0,0,0
S05940,2,1,1,61.61,59.52,27.0,4.0,2,0
S05941,3,1,0,68.49,55.13,33.0,3.0,0,0
S05942,4,1,1,,31.85,15.0,2.0,2,1
S05943,2,0,0,80.01,46.83,28.0,1.0,0,0
S05944,6,0,1,58.5,25.31,15.0,3.0,1,0
S05945,3,1,0,85.78,50.17,29.0,5.0,0,0
S05946,2,1,1,45.18,24.51,14.0,3.0,1,1
S05947,3,1,1,70.18,16.4,5.0,1.0,0,0
S05948,8,1,1,44.31,36.65,11.0,1.0,0,0
S05949,8,0,1,64.64,37.15,27.0,3.0,0,0
S05950,5,0,1,67.69,29.6,10.0,3.0,0,0
S05951,4,0,0,63.01,13.21,11.0,3.0,0,0
S05952,7,1,0,64.5,36.62,29.0,1.0,0,1
S05953,2,0,0,86.57,61.51,38.0,2.0,1,0
S05954,6,1,1,100.0,46.83,,5.0,0,0
S05955,6,1,1,77.09,34.34,26.0,2.0,1,0
S05956,6,1,0,59.1,30.0,17.0,2.0,0,0
S05957,2,1,1,72.96,46.75,32.0,5.0,1,0
S05958,6,1,1,66.69,45.16,16.0,5.0,0,0
S05959,5,0,1,85.34,59.1,24.0,2.0,0,0
S05960,8,1,0,76.32,47.59,35.0,5.0,0,0
S05961,2,0,1,48.33,9.51,6.0,2.0,1,1
S05962,5,0,1,88.47,41.93,,6.0,0,0
S05963,7,1,1,86.5,,,3.0,0,0
S05964,3,1,1,94.43,48.23,43.0,2.0,0,0
S05965,6,0,1,64.25,99.61677027026221,10.0,1.0,1,0
S05966,1,0,1,76.51,63.21,,3.0,0,0
S05967,6,0,1,54.23,41.84,21.0,2.0,1,0
S05968,5,1,1,71.23,46.26,28.0,4.0,0,0
S05969,2,1,1,77.95,57.82,26.0,7.0,1,0
S05970,1,0,1,62.46,38.37,18.0,3.0,1,0
S05971,6,1,0,77.14,39.67,,3.0,0,1
S05972,2,1,1,74.52,99.34403330895081,11.0,8.0,0,0
S05973,4,1,1,65.25,25.98,21.0,4.0,0,0
S05974,1,0,1,92.96,45.4,42.0,5.0,0,0
S05975,8,1,0,68.48,31.63,11.0,6.0,0,0
S05976,5,0,0,73.99,31.12,17.0,1.0,0,0
S05977,8,0,1,50.0,18.38,11.0,0.0,1,1
S05978,2,0,1,79.79,32.89,23.0,2.0,0,0
S05979,2,0,1,64.85,40.73,35.0,1.0,0,0
S05980,5,1,0,86.36,37.42,,6.0,0,0
S05981,5,0,0,52.33,24.25,6.0,2.0,1,0
S05982,7,0,1,78.46,40.23,31.0,5.0,0,0
S05983,8,0,0,39.27,11.22,5.0,4.0,0,1
S05984,7,0,1,81.24,46.46,32.0,3.0,0,0
S05985,2,1,1,69.38,21.27,20.0,4.0,1,0
S05986,3,0,1,77.99,36.38,28.0,2.0,0,0
S05987,8,0,1,63.0,41.06,7.0,4.0,0,0
S05988,5,1,1,57.76,40.42,21.0,5.0,0,0
S05989,7,0,1,,37.32,22.0,0.0,2,0
S05990,5,1,1,74.88,25.35,21.0,1.0,2,0
